run_id,case_id,model,grid,status,fail_reasons,Omega0,OmegaT,Omega0_density,OmegaT_density,max_energy_increase,dt_min,dt_max,backtracks_total,config_hash,code_hash,notes
20251217-101717_0be80f95a8ea,param_kappa_k30_seed0,C_only,64,PASS,,3810.513593451177,3.91650279046135e-07,3810.513593451177,3.91650279046135e-07,0.0,0.0005,0.0005,0,0be80f95a8ea,uet_harness_v0.1,
20251217-101719_99a00985f186,param_kappa_k30_seed1,C_only,64,PASS,,3869.5783949734555,5.8336350377430966e-08,3869.5783949734555,5.8336350377430966e-08,0.0,0.0005,0.0005,0,99a00985f186,uet_harness_v0.1,
20251217-101720_88d4fcb85615,param_kappa_k30_seed2,C_only,64,PASS,,3849.761990978866,2.1616505743459167e-07,3849.761990978866,2.1616505743459167e-07,0.0,0.0005,0.0005,0,88d4fcb85615,uet_harness_v0.1,
20251217-101721_5063d265341d,param_kappa_k30_seed3,C_only,64,PASS,,3844.8116597377516,1.0783914746911192e-07,3844.8116597377516,1.0783914746911192e-07,0.0,0.0005,0.0005,0,5063d265341d,uet_harness_v0.1,
20251217-101723_e4f2ede63fc8,param_kappa_k30_seed4,C_only,64,PASS,,3844.6980402382424,5.163730803413316e-08,3844.6980402382424,5.163730803413316e-08,0.0,0.0005,0.0005,0,e4f2ede63fc8,uet_harness_v0.1,
20251217-101724_7812fbe69acb,param_kappa_k30_seed5,C_only,64,PASS,,3780.0455362366874,1.3575624323579267e-06,3780.0455362366874,1.3575624323579267e-06,0.0,0.0005,0.0005,0,7812fbe69acb,uet_harness_v0.1,
20251217-101726_c6d9270a9b37,param_kappa_k30_seed6,C_only,64,PASS,,3885.770752079893,8.386538266805726e-07,3885.770752079893,8.386538266805726e-07,0.0,0.0005,0.0005,0,c6d9270a9b37,uet_harness_v0.1,
20251217-101727_6054dbd33b3f,param_kappa_k30_seed7,C_only,64,PASS,,3718.5736547119614,3.4479199051161253e-07,3718.5736547119614,3.4479199051161253e-07,0.0,0.0005,0.0005,0,6054dbd33b3f,uet_harness_v0.1,
20251217-101728_af0234e79f0c,param_kappa_k30_seed8,C_only,64,PASS,,4070.3712470727232,3.5133134308952016e-11,4070.3712470727232,3.5133134308952016e-11,0.0,0.0005,0.0005,0,af0234e79f0c,uet_harness_v0.1,
20251217-101729_bd6f2903f772,param_kappa_k30_seed9,C_only,64,PASS,,3952.9043003231045,1.6198872882862361e-07,3952.9043003231045,1.6198872882862361e-07,0.0,0.0005,0.0005,0,bd6f2903f772,uet_harness_v0.1,
